Blank Column,Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library,Call Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
,MPSKQGDA,book,2019,"Zapata Olivella, Manuel",Fábulas de Tamalameque,,,,,https://ia804609.us.archive.org/34/items/fabulas-de-tamalameque/Fa%CC%81bulas%20de%20Tamalameque.pdf,,2019,2022-04-01 23:30:27,2022-04-10 22:46:14,2022-04-01 23:30:27,,,,,,,,,,,,Instituto Distrital de las Artes,Bogotá,spa,,,,,https://www.worldcat.org/title/fabulas-de-tamalameque/oclc/1199872883&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Tío Elefante en la Aduana Terrestre reclamó:</p> <p>A Tío León que le entregara las garras. </p> <p>A Tío Toro que se arrancara los cuernos. </p> <p>A Tía Culebra que depositara su veneno. </p> <p>A Tío Rinoceronte que le entregara el sable que tenía en su nariz.</p> <p> A Tío Alacrán le pidió su ponzoña. </p> <p>A Tía Gallina le cortó el pico. </p> <p>A Tío Lobo que se sacara los colmillos. </p> <p>A Tía Cebra le quitó los cascos para que no pateara.</p> <p>Y al Hombre, que se presentó desnudo fingiéndose el más manso de los animales, le pidió que dejara la caja de fósforos que llevaba en la mochila para impedirle que usara el fuego, más destructivo que sus mandíbulas y que sus manos.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/FBWJET93/fabulas-tamalameque-manuel-zapata.jpg,,,,,,,,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,
,9TJZQNCM,book,2004,"Rodríguez Cabral, Cristina",Memoria y resistencia: antologia,,978-99934-974-1-7,,,https://archive.org/details/memoria-y-resistencia-antologia-seleccion-de-poemas-y-relatos/page/n1/mode/2up?view=theater,,2004,2022-04-02 00:50:11,2022-04-10 20:48:46,,,,,,,,,,,,,Editora Manatí,"Santo Domingo, República Dominicana",spa,,,Biblioteca Virtual Miguel de Cervantes,http://www.cervantesvirtual.com/,https://www.worldcat.org/title/memoria-resistencia-antologia/oclc/56843567&referer=brief_results,,Uruguay,"<div data-schema-version=""8""><p>Soy resistencia y memoria.</p> <p>Construí el camino del amo</p> <p>así como el de la libertad.</p> <p>Morí en la Casa Grande</p> <p>igual que en la Senzala.</p> <p>Dejé el ingenio y descalza</p> <p>me hice cimarrona.</p> <p>Sola fui comunidad, casa y gobierno</p> <p>porque escasas veces estuviste allí;</p> <p>Hombre Negro sin memoria,</p> <p>codo a codo</p> <p>espalda contra espalda,</p> <p>sigues sin estar allí. </p> <p>Negro,</p> <p>nuestro ausente de siempre,</p> <p>generación tras generación,</p> <p>yo te parí,</p> <p>como a tu padre</p> <p>y a tus hermanos.</p> <p>Yo curvé la espalda</p> <p>sujetándote durante la cosecha;</p> <p>sangro, lucho, resisto</p> <p>y desconoces mi voz.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/RY5JPV2V/memoria-y-resistencia-cristina-rodriguez.jpg,,,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,
,LYME9KVA,book,1856,"«Plácido», Gabriel de la Concepción Valdés",Poesías completas de Plácido (Gabriel de la Concepción Valdés).,,,,,https://ia804603.us.archive.org/9/items/poesias-completas-placido_202111/Poes%C3%ADas%20completas%20-%20Pl%C3%A1cido.pdf,,1856,2022-04-03 16:24:23,2022-04-10 19:44:58,,,,,,,,,,,,,Librería Española de Mme. C. Denné Schmitz e Hijo,París,spa,,,European Libraries,https://archive.org/details/europeanlibraries,https://www.worldcat.org/title/poesias-completas-de-placido-gabriel-de-la-concepcion-valdes/oclc/10013286/editions?referer=di&editionsView=true,,Cuba,"<div data-schema-version=""8""><p>Negra deidad que sin clemencia alguna</p> <p>De espinas al nacer me circuiste,</p> <p> Cual fuente clara cuya márgen viste</p> <p> Maguey silvestre y punzadora tuna; </p> <p>Entre el materno tálamo y la cuna</p> <p>El férreo muro del honor pusiste; </p> <p>Y acaso hasta las nubes me subiste, </p> <p>Por verme descender desde la luna.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/8UXJB2WM/poesias-completas-placido.jpg,,,,,,,,,,,,,,,,,,,,,,,1856,,,,,,,,,,,,,,,,,,,,,,,,,,
,A6UQJIRC,book,2010,"Palacios, Arnoldo",Las estrellas son negras,,,,,https://ia804602.us.archive.org/0/items/las-estrellas-son-negras_202111/Las%20estrellas%20son%20negras.pdf,,2010,2022-04-02 00:40:00,2022-04-10 18:08:42,2022-04-02 00:40:00,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/las-estrellas-son-negras/oclc/1102788210&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Una gallina cacareó, removiéndose en su nido debajo del fogón. Irra se agachó, asomándose a observar detenidamente la gallina. Claro, una gallina gorda. ¿Por qué no matarla y comerla inmediatamente? Pero entonces no podrían vender el huevo que ponía diariamente. ¿El huevo de hoy? Irra se agachó más, estiró su cuerpo, templó el cuello, alargó el brazo para agarrar la gallina; esta se sacudió, arrinconándose más. Irra le lanzó otro zarpazo, deseando estrujarle de una vez la cabeza o rasgarle el vientre con las uñas. La gallina, asustadiza, saltó de su nido, alejándose bajo su plumaje blanquinegro-amarillento-cenizo. Resolvió dejar en paz a la gallina y se puso de pie. Tenía la mirada sombría, rucia la tez morena, el ánimo decaído; su estómago chirriaba vacío.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/DEW6U35V/estrellas-negras-arnoldo-palacios.jpg,,,,,,,,,,,,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,
,WZ2MQSYW,book,2010,"López Albújar, Enrique",Cuentos andinos,,,,,https://biblioteca.agustinos.pe/opac_css/doc_num.php?explnum_id=2139,,2010,2022-04-01 20:04:13,2022-04-10 17:59:36,,,,,,,,,,,,,Peisa,Lima,spa,,,Epub Libre,http://epublibre.org,https://www.worldcat.org/title/cuentos-andinos/oclc/1187071622&referer=brief_results,,Perú,"<div data-schema-version=""8""><p>Se diría que el indio gozaba con esta vida de inquietud y peligro, que su naturaleza fuerte y bravía necesitaba de estas persecuciones violentas, en las que, mientras sus perseguidores desplegaban toda la habilidad de un cazador apasionado, él desplegaba toda la ferocidad del tigre y toda la astucia del zorro. De aquí que la persecución se convirtiese en una especie de duelo a muerte, en el que, más que la vida misma, lo que más se temía perder era el triunfo. Y cada fracaso era un reclamo más para el bandolero, cuya triste celebridad agrandábase hasta circundar su figura de una aureola romántica.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/4TZX5LBR/enrique-lopez-albujar-cuentos-andinos.jpg,,,,,,,,,,,,,,,,,,,,,,,1924,,,,,,,,,,,,,,,,,,,,,,,,,,
,WQPEQIFF,book,1983,"Alves, Miriam Aparecida",Momentos de busca: poemas,,,,,,,1983,2022-04-03 18:35:48,2023-03-09 20:32:35,,,,,,,,,,,,,Copidart,São Paulo,pt,,,,,https://www.worldcat.org/title/momentos-de-busca-poemas/oclc/253929994&referer=brief_results,,Brasil,"<div data-schema-version=""8""><p>Gostaria de concluir tudo aquilo</p> <p>que meus olhos veem</p> <p>nao conseguem enxergar</p> <p>As palavras que interpolam no lábios</p> <p>nao se soltan</p> <p>O riso solto fere os sentidos</p> <p>As manos querem agarrar</p> <p>o noturno</p> <p>Os cabelos sensíveis tocam fundo</p> <p>Os pés alisando a areia molhada</p> <p>arrepiando o corpo a cada passo</p> <p>Os passos dirigindo-se as águas</p> <p>salgadas</p> <p>O sol a água banhando-me</p> <p>os olhos fechados para nao verem</p> <p>os morros verdes</p> <p>escurecendo</p> <p>tomando formas incertas</p> <p>tentadores da noite.</p> <p>Noite completando o meu sonho</p> <p>lua embacando a o vidro de minha razáo</p> <p>Razáo de sentir um único desejo</p> <p>desejo adulto forte</p> <p>bom solto</p> <p>quase completo</p> <p>O rostro sorrindo</p> <p>esvaindo-se prezeirosa sensacao</p> <p>areia, mulher, luar, sorriso</p> <p>completano o inevitável</p> <p>natureza seguindo seu curso</p> <p>mar...</p> <p>Mulher cumprindo seu curso</p> <p>Vida...</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/ZT8CMJTK/Momentos-de-busca.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BCJQ65CQ,book,2010,"Truque, Carlos Arturo",Vivan los compañeros: cuentos completos,,,,,https://ia904605.us.archive.org/14/items/vivan-los-companeros/Vivan%20los%20compa%C3%B1eros.pdf,,2010,2022-04-03 16:54:08,2022-04-03 16:56:02,2022-04-03 16:54:08,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Nacional de Colombia,https://catalogoenlinea.bibliotecanacional.gov.co/client/es_ES/default,https://www.worldcat.org/title/vivan-los-companeros-cuentos-completos/oclc/1019679782&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Así, sabroso, regustando el ritmo picante desgranado por los guasás; así, moviéndose en círculos, como sobre un tambor; así, con la sangre corriente, llevándole bien lejos, hacia atrás, a donde ni memoria había.</p> <p>Él allí, dándose su gusto, tirando de los compases como de una cuerda, diablo de negro mandinga, con la boca como brasa del patacoré «que se va caé», se iba sintiendo mejor. Y allá en la tiniebla, la Damiana con su aire y sus pulmones que no daban más, sorbiendo espeso, sacándoles un último lance a las manos para sus dos cununos flácidos, que apenas vibraron un postrer compás antes de quedarse en paz, privaditos, solo simples cueros, sin aire posible ni dolor probable.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/2DZLYVI8/vivan-los-compañeros-carlos-arturo-truque.jpg,,,,,,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,
,5W5RQKWK,book,2009,"Gonçalves, Ana Maria",Um defeito de cor,,,,,https://ia801000.us.archive.org/14/items/ana-maria-goncalves-um-defeito-de-cor/Ana_Maria_Goncalves_-_Um_Defeito_de_Cor.pdf,,2009,2022-04-03 16:50:26,2022-04-03 16:53:17,,,,,,,,,,,,,Record,Rio de Janeiro,pt,,,Centro de Recursos de Computacionais,https://cercomp.ufg.br/,https://www.worldcat.org/title/um-defeito-de-cor/oclc/457558339/editions?referer=di&editionsView=true,,Brasil,"<div data-schema-version=""8""><p>Passou o resto da noite embalando a filha e o neto mortos, e a luz do dia a encontrou buscando água no rio para molhar e esfregar os dois corpos. Depois cavou o chão no lugar onde dormiam, enrolou cada corpo em uma esteira e os colocou dentro do buraco. Uma única cova rasa para os dois, que mal deu para abrigá-los e à terra que jogou por cima enquanto cantava, para em seguida se ajoelhar ao lado e rezar por horas e horas. No meio da tarde, reacendeu o fogo no quintal e fez comida, que dividiu em cinco partes iguais: uma para mim, uma para a Taiwo, uma para ela e duas para colocar ao lado da cova. Só então desenrolou sua esteira e dormiu, sem ter dito uma única palavra para mim ou para a Taiwo, sem ter chorado uma só lágrima a mais desde a partida dos guerreiros</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/MFTCLEIP/um-defeito-de-cor.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E63ACMZE,book,2020,"Zapata Olivella, Manuel",Tierra mojada,,,,,https://ia601400.us.archive.org/2/items/tierra-mojada/Tierra%20mojada.pdf,,2020,2022-04-03 16:46:51,2022-04-03 16:48:52,,,,,,,,,,,,,Universidad del Valle,"Cali, Colombia",spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/tierra-mojada/oclc/1002879436/editions?editionsView=true&referer=br,,Colombia,"<div data-schema-version=""8""><p>—¿Y habrá tierra para mí?</p> <p>—Para todo el mundo. Esa vaina no tiene dueño —respondió López, con aire de magnanimidad—. Todo el que tenga valor para amarrarse los pantalones con las dificultades puede echar ancla. Es bueno que lo hagan ahora no más, para aprovechar las lluvias que ya se vienen.</p> <p>—Pues cuente conmigo. Dígame cuando se va para acompañarlo.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/T8AL7RRW/tierra-mojada-manuel-zapata.jpg,,,,,,,,,,,,,,,,,,,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID2CMLSS,book,2010,"Artel, Jorge",Tambores en la noche,,,,,https://ia904609.us.archive.org/7/items/tambores-en-la-noche/Tambores%20en%20la%20noche.pdf,,2010,2022-04-03 16:41:26,2022-04-03 16:45:00,,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Básica de Cultura Colombiana,https://siise.bibliotecanacional.gov.co/BBCC/Home/Index/1,https://www.worldcat.org/title/tambores-en-la-noche/oclc/1019679793&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Un tono cálido</p> <p>amasado de gritos y de sol.</p> <p>Una estrofa negra,</p> <p>borracha de gaitas vagabundas </p> <p>y golpes dementes de tambor…</p> <p> </p> <p>Un oleaje frenético</p> <p>erizado de calor. Una playa foeteada</p> <p>como espaldas morenas,</p> <p>por las fustas ardientes,</p> <p>y un pedazo de mar —hermano mayor</p> <p>que me enseñó a ser rebelde—</p> <p>me dieron la canción.</p> <p> </p> <p>Se irguió alegre y turbulenta</p> <p>como una jacaranda de jazz band.</p> <p>Colgó de las aspas del faro,</p> <p> —molino de luz—</p> <p> y de las luces del puerto,</p> <p> indecisos cocuyos de tembloroso azul.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/HLHSTPFE/tambores-en-la-noche-jorge-artel.jpg,,,,,,,,,,,,,,,,,,,,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,
,56ASHB64,book,2010,"Zapata Olivella, Manuel",Por los senderos de sus ancestros: textos escogidos: 1940-2000,,,,,https://ia804607.us.archive.org/11/items/por-los-senderos-de-sus-ancestros/Por%20los%20senderos%20de%20sus%20ancestros.pdf,,2010,2022-04-03 16:38:14,2022-04-03 16:39:53,,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/por-los-senderos-de-sus-ancestros-textos-escogidos-1940-2000/oclc/1102788234&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>En la medida en que vamos tomando conciencia de los valores culturales de nuestra nacionalidad, surgen en el país entidades, personas y grupos que se dedican a las más variadas actividades folclóricas. Se madura el concepto de cultura, extendiendo su significación no solo a los valores de la pintura, literatura, música y artes tradicionalmente tenidas como clásicas, sino también a la creación popular, anónima, donde siempre queda la huella viva del pueblo que la produce.</p> <p>En esta fragua del arte anónimo, transmitido por generaciones y generaciones, nunca hay el fracaso que implica la experiencia novedosa –procedimientos de pintura, acoplamiento de la música a la danza, recetas de cocina, utilización de las fibras vegetales, etcétera–, porque en él ya están presupuestos los ensayos, la perfección de pueblos enteros en un tiempo indefinido.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6VMDMBMJ/senderos-ancestros-manuel-zapata.jpg,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCGD39AV,book,2014,"Bustos Aguirre, Rómulo; Santos García, Emiro",Rómulo Bustos Aguirre poesía escogida,,,,,https://ia804601.us.archive.org/15/items/poesia-escogida-romulo-bustos-aguirre_202111/Poes%C3%ADa%20escogida%20-%20R%C3%B3mulo%20Bustos%20Aguirre.pdf,,2014,2022-04-03 16:31:24,2022-04-03 16:33:06,,,,,,,,,,,,,Banco de la República de Colombia,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/romulo-bustos-aguirre-poesia-escogida/oclc/931955597&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>El mundo es siempre sí y no</p> <p>Sino lúdico. Incongruencia. Humor cósmico</p> <p> Por ejemplo ahora voy a enrollar este texto</p> <p>que aún no es texto</p> <p>Lo voy a enrollar sobre sí mismo</p> <p>Sobre su sí</p> <p>Sobre su no </p> <p>Sobre su sino</p> <p>Sobre su si no</p> <p>Lo voy a enrollar sobre su signo</p> <p>Para que tú</p> <p>lo desenrrolles en su espejeante gnosi(s)</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/QHVWXFAT/poesia-escogida-romulo-bustos.jpg,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
,X76RPFI2,book,2010,"Bustos Aguirre, Rómulo",Obra poética,,,,,https://ia804604.us.archive.org/33/items/obra-poetica-romulo-bustos-aguirre/Obra%20po%C3%A9tica%20-%20R%C3%B3mulo%20Bustos%20Aguirre.pdf,,2010,2022-04-03 16:16:32,2022-04-03 16:18:01,,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/obra-poetica/oclc/991670307&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Arrastra sus alas de ángel sonámbulo</p> <p>como quien busca una puerta entre largos corredores</p> <p>Triste de sí</p> <p>Pulsando inútil las cuerdas más dulces</p> <p>de mi alma</p> <p>Quizás me existiera desde siempre</p> <p>¿De qué ancho cielo habrá venido este huésped que no conozco?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/LZLVYSU8/obra-poetica-romulo-bustos.jpg,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAY7UB2X,book,2010,"Romero, Pedro Blas Julio",Obra poética,,,,,https://ia904601.us.archive.org/35/items/obra-poetica-pedro-blas/Obra%20po%C3%A9tica%20-%20Pedro%20Blas.pdf,,2010,2022-04-03 16:11:55,2022-04-03 16:14:26,2022-04-03 16:11:55,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/obra-poetica/oclc/1019679781&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>En un principio</p> <p>el Sol fue hecho a piedras</p> <p>sobre piedras</p> <p>desde toda la ternura del oscuro vulgo</p> <p>Y ya teníamos el poniente Pedregal</p> <p>que también inventamos</p> <p>con bastones del estilo</p> <p>para golpear</p> <p>levantando el goce</p> <p>Después de aquí</p> <p>al Sol se lo llevaron cuando ya hecho</p> <p>la policía del Creador atravesó furtiva</p> <p>entre Getsemaní y el sueño</p> <p>Ahora nadie se explica</p> <p>el porqué</p> <p>incansable su esfera</p> <p>lo ilumina todo</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/TDHNBGYD/obra-poetica-pedro-blas.jpg,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
,YWCLA74N,book,1901,"Morúa Delgado, Martín",La familia Unzúazu: novela cubana,,,,,https://ia904608.us.archive.org/20/items/la-familia_unzuaza/La%20familia%20Unz%C3%BAaza.pdf,,1901,2022-04-01 23:36:20,2022-04-01 23:38:46,2022-04-01 23:36:20,,325,,,,,La familia Unzúazu,,,,,La Prosperidad,Habana,spa,,,,,https://www.worldcat.org/title/familia-unzuazu/oclc/1257034861/editions?start_edition=11&sd=desc&referer=di&se=yr&editionsView=true&fq=,,Cuba,"<div data-schema-version=""8""><p>Todos en aquella casa habían sido desafectos al señor don Acebaldo Nudoso del Tronco.</p> <p>La que menos fue Magdalena, su cuñada, quien favorecida por su caracter independiente hablale mirado siempre con cierta natural indiferencia. Federico, hermano también de su mujer, detestábale cual descabezado pupil a tutor severo, y afectaba desdeñarle tanto cuanto en realidad le temía. Ana María, la esposa del caballero, había llegado a casi aborrecerle cordialmente, porque le juzgaba indigno de su amor. Y, desde luego, los criados, tal vez los únicos que habrían podido citar agravios justificativos, le odiaban de tal manera que todos intimamente se alegraron de su violenta muerte.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/UH469YBI/familia-unzuaza-martin-morua-delgao.jpg,,,,,,,,,,,,,,,,,,,,,,,1901,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRP7KNEH,book,2010,"Zapata Olivella, Manuel","Changó, el gran putas",,978-958-753-006-3,,,https://babel.banrepcultural.org/digital/api/collection/p17054coll7/id/2/download,,2010,2022-04-01 15:21:16,2022-04-01 15:37:59,,,667,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/chango-el-gran-putas/oclc/879738826&referer=brief_results,PQ 8179 .Z38 C53 2010,Colombia,"<div data-schema-version=""8""><p>Sube a bordo de esta novela como uno de los tantos millones de africanos prisioneros en las naos negreras; y siéntete libre aunque te aten las cadenas.</p> <p>¡Desnúdate!</p> <p>Cualesquiera que sean tu raza, cultura o clase, no olvides que pisas la tierra de América, el Nuevo Mundo, la aurora de la nueva humanidad. Por lo tanto hazte niño. Si encuentras fantasmas extraños —palabra, personaje, trama— tómalos como un desafío a tu imaginación. Olvídate de la academia, de los tiempos verbales, de las fronteras que separan la vida de la muerte, porque en esta saga no hay más huella que la que tú dejes: eres el prisionero, el descubridor, el fundador, el libertador.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/XAGIK85H/chango-el-gran-putas-manuel-zapata.jpg,,,Fiction; African diaspora,,,,,,,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,
,BZSKI2E9,book,1949,"Brindis de Salas, Virginia",Cien cárceles de amor,,,,,https://ia601705.us.archive.org/33/items/cien-carceles-de-amor-virginia-brindis-de-salas/Cien%20c%C3%A1rceles%20de%20amor%20-%20Virginia%20Brindis%20de%20Salas.pdf,,1949,2022-04-01 15:28:56,2022-04-01 15:33:31,,,52,,,,,,,,,,Compañía Impresora,Montevideo,spa,,,Autores UY,https://archive.org/details/autores,https://www.worldcat.org/title/cien-carceles-de-amor/oclc/16856042&referer=brief_results,,Uruguay,"<div data-schema-version=""8""><p>Me cabe el cañaveral</p> <p>en cuatro dedos de ron.</p> <p>Poco paga el yanqui ya</p> <p>por este millón de canas</p> <p>que el negro sembró y corto.</p> <p>Mas no me trago este trago,</p> <p>porque es trago de sudor.</p> <p>Aquí el borracho es marino,</p> <p>pero si se pone a andar</p> <p>se ve que es de tierra el mar.</p> <p>La ola suelta de un trago</p> <p>aquí siempre es de huracán</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/VNGH56QJ/cien_carceles_virginia_Morel.jpg,,,,,,,,,,,,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,
,T2MRNEZA,book,2003,"Morejón, Nancy; Cordones-Cook, Juanamaría; Abudu, Gabriel; Frye, David; Abraham Hall, Nancy; Quintanales, Mirta; Sievert, Heather Rosario; Weaver, Kathleen",Looking within: selected poems,,978-0-8143-3037-1,,,,,2003,2022-04-24 00:29:22,2022-05-20 20:14:09,,,367,,,,,"Looking within: selected poems, 1954-2000 = Mirar adentro : poemas escogidos, 1954-2000",tr,,,,Wayne State University Press,"Detroit, EEUU",eng;spa,,,,,https://www.worldcat.org/title/looking-within-selected-poems-mirar-adentro-poemas-escogidos-1954-2000/oclc/977785762&referer=brief_results,PQ 7390 .M68 A25 2003,Cuba,"<div data-schema-version=""8""><p>Yesterday, she did not understand mathematics</p> <p>but she read with pleasure a history of Africa</p> <p>where they talked about</p> <p>slave trafficking and galleons.</p> <p>Today, he founded a baseball team</p> <p>and he donated blood at the small provincial hospital.</p> <p>She ran a whole course</p> <p>and he went to buy tasty clams</p> <p>at a market.</p> <p>He dreamt about Indian women all doing laundry at the riverbank.</p> <p>She went to the icebox</p> <p>and, with an almost forbidden pleasure,</p> <p>she devoured the clams that he had bought</p> <p>at the market.</p> <p>It is ten past four in the afternoon.</p> <p>Both are looking through the same lens</p> <p>and they have shared the same hope.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/HNDLQPKI/looking.jpg,,,"Morejón, Nancy, 1944-; Translations into English",,,,"Cordones-Cook, Juanamaría; Abudu, Gabriel; Frye, David; Abraham Hall, Nancy; Quintanales, Mirta; Sievert, Heather Rosario; Weaver, Kathleen",,,,,,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,
,EACI2P8E,book,2020,"Zapata Olivella, Manuel",Detrás del rostro,,,,,https://ia601503.us.archive.org/5/items/detras-del-rostro/Detr%C3%A1s%20del%20rostro.pdf,,2020,2022-04-01 23:18:55,2022-05-20 20:13:27,,,,,,,,,,,,,Universidad del Valle,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/search?q=detr%C3%A1s+del+rostro+zapata+olivella&qt=results_page,,Colombia,"<div data-schema-version=""8""><p>Oía otra voz. No era la suya. Parecía que el doctor Jáuregui le hablaba:</p> <p>—Usted desea dar a Estanislao cuanto ha perdido: padres, hermanos..., un hogar. Ese fingido altruismo le oculta su verdadero deseo: el de tener un hijo nuevo. Así se identifica con su padre. Quiere pagarle el daño inferido al causar la muerte de su madre al nacer. Pero sus pensamientos conscientes son otros. Sustituir al padre de Estanislao, cuando en realidad se gratifica a sí mismo. Dice: ""A este niño le han asesinado a sus parientes, le devolveré lo que le han quitado"". Brillante oportunidad para descargarse de una antiquísima culpabilidad que lo ultraja desde su infanci</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/QUJLRF4Z/detras-del-rostro-manuel-zapata.jpg,,,,,,,,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,
,P3SECSIV,book,1877,"Obeso, Candelario",Cantos populares de mi tierra,,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044050492222&view=1up&seq=7&skin=2021,,1877,2022-03-27 23:32:14,2022-05-20 20:12:45,2022-03-27 23:32:14,,70,,,,,,,,,,Imprenta de Borda,Bogotá,spa,,,HathiTrust,http://hathitrust.org,https://www.worldcat.org/search?q=cantos+populares+de+mi+tierra+candelario&qt=results_page,,Colombia,"<div data-schema-version=""6""><p>La noche re una fietas </p> <p>Re Pura i limpia.</p> <p>Caliente taba er baile;</p> <p>Yo retraío,</p> <p>Lleno e la timirece</p> <p>Re un barba-limpio;</p> <p>Maj re repente</p> <p>Vire ciecta picúa</p> <p>Re arto copete.</p> <p>Me enamoré ar momento</p> <p>Re su gacvéza,</p> <p>I junto no soplamos</p> <p>Entre la ruea, </p> <p>A bailá un porro</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/3IRW9MHA/populares.jpg,,,,,,,,,,,,,,,,,,,,,,,1877,,,,,,,,,,,,,,,,,,,,,,,,,,
